time,price
2025-01-11 00:00:00,24.79
2025-01-11 00:15:00,33.12
2025-01-11 00:30:00,14.96
2025-01-11 00:45:00,5.75
2025-01-11 01:00:00,20.62
2025-01-11 01:15:00,15.58
2025-01-11 01:30:00,16.47
2025-01-11 01:45:00,9.09
2025-01-11 02:00:00,18.45
2025-01-11 02:15:00,11.75
2025-01-11 02:30:00,10.42
2025-01-11 02:45:00,10.77
2025-01-11 03:00:00,14.47
2025-01-11 03:15:00,12.07
2025-01-11 03:30:00,10.58
2025-01-11 03:45:00,7.68
2025-01-11 04:00:00,12.68
2025-01-11 04:15:00,6.65
2025-01-11 04:30:00,6.21
2025-01-11 04:45:00,10.25
2025-01-11 05:00:00,11.83
2025-01-11 05:15:00,9.91
2025-01-11 05:30:00,10.43
2025-01-11 05:45:00,11.3
2025-01-11 06:00:00,14.01
2025-01-11 06:15:00,12.77
2025-01-11 06:30:00,13.01
2025-01-11 06:45:00,12.51
2025-01-11 07:00:00,14.92
2025-01-11 07:15:00,14.63
2025-01-11 07:30:00,14.77
2025-01-11 07:45:00,10.67
2025-01-11 08:00:00,16.22
2025-01-11 08:15:00,16.67
2025-01-11 08:30:00,16.32
2025-01-11 08:45:00,14.4
2025-01-11 09:00:00,36.11
2025-01-11 09:15:00,25.29
2025-01-11 09:30:00,20.1
2025-01-11 09:45:00,13.48
2025-01-11 10:00:00,23.72
2025-01-11 10:15:00,18.08
2025-01-11 10:30:00,16.4
2025-01-11 10:45:00,15.0
2025-01-11 11:00:00,15.0
2025-01-11 11:15:00,15.06
2025-01-11 11:30:00,15.0
2025-01-11 11:45:00,17.97
2025-01-11 12:00:00,14.85
2025-01-11 12:15:00,18.0
2025-01-11 12:30:00,24.78
2025-01-11 12:45:00,26.43
2025-01-11 13:00:00,20.25
2025-01-11 13:15:00,18.22
2025-01-11 13:30:00,15.75
2025-01-11 13:45:00,16.09
2025-01-11 14:00:00,15.0
2025-01-11 14:15:00,14.74
2025-01-11 14:30:00,15.36
2025-01-11 14:45:00,15.75
2025-01-11 15:00:00,16.39
2025-01-11 15:15:00,17.62
2025-01-11 15:30:00,20.1
2025-01-11 15:45:00,29.92
2025-01-11 16:00:00,16.9
2025-01-11 16:15:00,36.0
2025-01-11 16:30:00,41.3
2025-01-11 16:45:00,50.68
2025-01-11 17:00:00,25.29
2025-01-11 17:15:00,46.64
2025-01-11 17:30:00,71.92
2025-01-11 17:45:00,76.56
2025-01-11 18:00:00,78.75
2025-01-11 18:15:00,79.96
2025-01-11 18:30:00,85.0
2025-01-11 18:45:00,85.88
2025-01-11 19:00:00,85.71
2025-01-11 19:15:00,87.59
2025-01-11 19:30:00,74.48
2025-01-11 19:45:00,49.1
2025-01-11 20:00:00,45.5
2025-01-11 20:15:00,50.0
2025-01-11 20:30:00,26.7
2025-01-11 20:45:00,21.17
2025-01-11 21:00:00,29.27
2025-01-11 21:15:00,28.41
2025-01-11 21:30:00,22.25
2025-01-11 21:45:00,15.22
2025-01-11 22:00:00,19.48
2025-01-11 22:15:00,23.77
2025-01-11 22:30:00,68.56
2025-01-11 22:45:00,62.23
2025-01-11 23:00:00,52.73
2025-01-11 23:15:00,35.28
2025-01-11 23:30:00,57.02
2025-01-11 23:45:00,36.94
